Averages,,,,,,,
,0.678365335,0.118778766,0.882195637,0.321634665,0.874241541,0.616576002,0.616576002
image_index,true_positive_rate,false_positive_rate,true_negative_rate,false_negative_rate,accuracy,precision,recall
0,0.143327842,0.010086145,0.989913855,0.856672158,0.584987729,0.860959921,0.143327842
1,0.970377227,0.0577931,0.9422069,0.029622773,0.993274838,0.670343725,0.970377227
2,0.844155844,0.307827736,0.692172264,0.155844156,0.967027306,0.186179735,0.844155844
3,0.770334482,0.474015102,0.525984898,0.229665518,0.827574147,0.373424868,0.770334482
4,0.89154073,0.373095924,0.626904076,0.10845927,0.922315359,0.47080292,0.89154073
5,0.941784659,0.497495826,0.502504174,0.058215341,0.926284222,0.646018936,0.941784659
6,0.708958906,0.119707124,0.880292876,0.291041094,0.798776773,0.764983267,0.708958906
7,0.925868326,0.093143409,0.906856591,0.074131674,0.92759677,0.902521603,0.925868326
8,0.686703692,0.201577052,0.798422948,0.313296308,0.843065594,0.503754593,0.686703692
9,0.932919057,0.020045072,0.979954928,0.067080943,0.978814945,0.896493646,0.932919057
10,0.884329109,0.123354934,0.876645066,0.115670891,0.968279362,0.504301939,0.884329109
11,0.78993653,0.027114363,0.972885637,0.21006347,0.869243401,0.933996383,0.78993653
12,0.932637571,0.096363406,0.903636594,0.067362429,0.969727655,0.72107097,0.932637571
13,0.450367147,0.137658519,0.862341481,0.549632853,0.795590169,0.424289008,0.450367147
14,0.570512821,0.03745538,0.96254462,0.429487179,0.982761282,0.232497388,0.570512821
15,0.774038462,0.028850522,0.971149478,0.225961538,0.946037689,0.784700148,0.774038462
16,0.914943146,0.059415213,0.940584787,0.085056854,0.951576318,0.856436473,0.914943146
17,0.923584242,0.018757859,0.981242141,0.076415758,0.956907666,0.951358696,0.923584242
18,0.849075975,0.156536668,0.843463332,0.150924025,0.991362595,0.119232987,0.849075975
19,0.422157956,0.035443734,0.964556266,0.577842044,0.646570785,0.871623543,0.422157956
20,0.456167979,0.069484184,0.930515816,0.543832021,0.946026205,0.247155859,0.456167979
21,0.870857443,0.483146067,0.516853933,0.129142557,0.922463482,0.297297297,0.870857443
22,0.493531911,0.021573671,0.978426329,0.506468089,0.577282416,0.961767442,0.493531911
23,0.644074567,0.004709141,0.995290859,0.355925433,0.874270931,0.969338677,0.644074567
24,0.427710843,0.004794899,0.995205101,0.572289157,0.995238573,0.270992366,0.427710843
25,0.834592342,0.081386024,0.918613976,0.165407658,0.966305847,0.521229868,0.834592342
26,0.884226884,0.173120141,0.826879859,0.115773116,0.991090382,0.145153061,0.884226884
27,0.628864734,0.022351828,0.977648172,0.371135266,0.854923992,0.88015551,0.628864734
28,0.327855711,0.03432262,0.96567738,0.672144289,0.770875555,0.687394958,0.327855711
29,0.631441374,0.230159155,0.769840845,0.368558626,0.939068432,0.164478164,0.631441374
30,0,0.020338378,0.979661622,1,0.959366253,0,0
31,0.703930577,0.038169344,0.961830656,0.296069423,0.970353711,0.487107029,0.703930577
32,0.606088938,0.381745095,0.618254905,0.393911062,0.645247869,0.542780889,0.606088938
33,0.915736102,0.119574958,0.880425042,0.084263898,0.927657149,0.844099483,0.915736102
34,0.79760479,0.010392799,0.989607201,0.20239521,0.96644745,0.874876847,0.79760479
35,0.614464859,0.078176697,0.921823303,0.385535141,0.931258612,0.424285139,0.614464859
36,0.759223301,0.166717988,0.833282012,0.240776699,0.985304139,0.10743234,0.759223301
37,0.646235741,0.093612824,0.906387176,0.353764259,0.690417036,0.870399454,0.646235741
38,0.517182131,0.307228491,0.692771509,0.482817869,0.695450728,0.40860653,0.517182131
39,0.479031708,0.040548197,0.959451803,0.520968292,0.92364772,0.483149931,0.479031708
40,0.918433451,0.06161166,0.93838834,0.081566549,0.971226758,0.753017866,0.918433451
41,0.940538519,0.075925628,0.924074372,0.059461481,0.991480241,0.470181342,0.940538519
42,0.883641975,0.007290533,0.992709467,0.116358025,0.981201227,0.914404344,0.883641975
43,0.929396256,0.412217732,0.587782268,0.070603744,0.918023754,0.67026657,0.929396256
44,0.504711523,0.007864275,0.992135725,0.495288477,0.859767371,0.919578313,0.504711523
45,0.360550139,0.049538767,0.950461233,0.639449861,0.824995235,0.54962845,0.360550139
46,0.689415847,0.018252969,0.981747031,0.310584153,0.946840894,0.781383153,0.689415847
47,0.594932649,0.002684236,0.997315764,0.405067351,0.938635701,0.949334698,0.594932649
48,0.290226177,0.018356609,0.981643391,0.709773823,0.581882927,0.90204771,0.290226177
49,0.750115473,0.027906283,0.972093717,0.249884527,0.920222179,0.838987429,0.750115473
50,0.168294404,0.069084232,0.930915768,0.831705596,0.27157121,0.833854646,0.168294404
