,0.805129631,0.214359176,,,,,
174,0.897881209,0.140378761,0.859621239,0.102118791,0.983239746,0.331580298,0.897881209
175,0.96174253,0.058194774,0.941805226,0.03825747,0.985715403,0.782816229,0.96174253
176,0.710740486,0.15094005,0.84905995,0.289259514,0.75760632,0.784625119,0.710740486
177,0.97018222,0.048572338,0.951427662,0.02981778,0.991580698,0.758417266,0.97018222
178,0.92283737,0.197428404,0.802571596,0.07716263,0.973523301,0.441191067,0.92283737
179,0.950564972,0.139938363,0.860061637,0.049435028,0.986135084,0.489963599,0.950564972
180,0.999138302,0.556682515,0.443317485,0.000861698,0.999173656,0.423144296,0.999138302
181,0.830909091,0.22148631,0.77851369,0.169090909,0.982444549,0.138976178,0.830909091
182,0.849365303,0.040872308,0.959127692,0.150634697,0.972646245,0.668962453,0.849365303
183,0.958786123,0.373209559,0.626790441,0.041213877,0.966115156,0.536459037,0.958786123
184,0.830011476,0.114435086,0.885564914,0.169988524,0.748935126,0.972128886,0.830011476
185,0.901655307,0.176996988,0.823003012,0.098344693,0.970583095,0.428664013,0.901655307
186,0.710697674,0.094240423,0.905759577,0.289302326,0.966428282,0.299901865,0.710697674
187,0.743739566,0.043373045,0.956626955,0.256260434,0.968499089,0.522121301,0.743739566
188,0.911871227,0.028148741,0.971851259,0.088128773,0.988815974,0.682119205,0.911871227
189,0.970922882,0.279586015,0.720413985,0.029077118,0.977508175,0.616465158,0.970922882
190,0.948975556,0.598247044,0.401752956,0.051024444,0.920578729,0.731530323,0.948975556
191,0.881726159,0.085565144,0.914434856,0.118273841,0.987987013,0.33658735,0.881726159
192,0.686339249,0.209392957,0.790607043,0.313660751,0.911004421,0.311219238,0.686339249
193,0.905577173,0.104053119,0.895946881,0.094422827,0.98011092,0.481384446,0.905577173
194,0.917265353,0.118645558,0.881354442,0.082734647,0.926258714,0.854398273,0.917265353
195,0.820183486,0.134630489,0.865369511,0.179816514,0.887664452,0.722822492,0.820183486
196,0.729428173,0.32357526,0.67642474,0.270571827,0.958920064,0.113563984,0.729428173
197,0.858878171,0.221633827,0.778366173,0.141121829,0.975427683,0.225748897,0.858878171
198,0.932976003,0.542310822,0.457689178,0.067023997,0.911202319,0.640179505,0.932976003
199,0.942569993,0.04639477,0.95360523,0.057430007,0.944235605,0.950809497,0.942569993
200,0.907289584,0.0051038,0.9948962,0.092710416,0.95008808,0.985389931,0.907289584
201,0.898609643,0.144591611,0.855408389,0.101390357,0.876126853,0.908470675,0.898609643
202,0.964350768,0.134164892,0.865835108,0.035649232,0.992234881,0.433095711,0.964350768
203,0.978224456,0.369810172,0.630189828,0.021775544,0.973338159,0.731559944,0.978224456
204,0.929024812,0.139598087,0.860401913,0.070975188,0.992927173,0.231588032,0.929024812
205,0.245762712,0.131626597,0.868373403,0.754237288,0.989812271,0.01095994,0.245762712
206,0.955004891,0.033020553,0.966979447,0.044995109,0.978983171,0.89626683,0.955004891
207,0.98842665,0.518191452,0.481808548,0.01157335,0.996470476,0.142143853,0.98842665
208,0.832618026,0.219126411,0.780873589,0.167381974,0.997509976,0.021778177,0.832618026
209,0.964637878,0.060613166,0.939386834,0.035362122,0.989092816,0.732885559,0.964637878
210,0.737105583,0.050407088,0.949592912,0.262894417,0.913456016,0.742625707,0.737105583
211,0.573940487,0.056524083,0.943475917,0.426059513,0.673448231,0.890054186,0.573940487
212,0.848428835,0.190955704,0.809044296,0.151571165,0.980183065,0.202626642,0.848428835
