,0.801788281,0.217398144,,,,,
image_index,true_positive_rate,false_positive_rate,true_negative_rate,false_negative_rate,accuracy,precision,recall
0,0.509472817,0.018521177,0.981478823,0.490527183,0.737890359,0.922996568,0.509472817
1,0.996528581,0.180778609,0.819221391,0.003471419,0.999106212,0.400334697,0.996528581
2,0.902597403,0.420530878,0.579469122,0.097402597,0.975781061,0.151862777,0.902597403
3,0.759526693,0.671062972,0.328937028,0.240473307,0.774988013,0.293321819,0.759526693
4,0.988481386,0.687697269,0.312302731,0.011518614,0.987549801,0.348596126,0.988481386
5,0.970866864,0.656338996,0.343661004,0.029133136,0.957948906,0.58780721,0.970866864
6,0.83090153,0.127455158,0.872544842,0.16909847,0.877317242,0.7818013,0.83090153
7,0.971539658,0.101545147,0.898454853,0.028460342,0.971440462,0.899107657,0.971539658
8,0.907982141,0.324236623,0.675763377,0.092017859,0.945224127,0.454882706,0.907982141
9,0.933397068,0.023810936,0.976189064,0.066602932,0.978896882,0.87944753,0.933397068
10,0.922148461,0.253761169,0.746238831,0.077851539,0.975427011,0.340236028,0.922148461
11,0.897682955,0.03710582,0.96289418,0.102317045,0.933662213,0.921573245,0.897682955
12,0.968690702,0.117524075,0.882475925,0.031309298,0.985555616,0.687657855,0.968690702
13,0.637612184,0.612571219,0.387428781,0.362387816,0.764856399,0.189938024,0.637612184
14,0.605128205,0.072106068,0.927893932,0.394871795,0.983564568,0.143030303,0.605128205
15,0.754807692,0.152941845,0.847058155,0.245192308,0.934445469,0.401356008,0.754807692
16,0.939743934,0.320418993,0.679581007,0.060256066,0.957181486,0.531873923,0.939743934
17,0.945304256,0.05173257,0.94826743,0.054695744,0.96821747,0.878914234,0.945304256
18,0.960985626,0.391303234,0.608696766,0.039014374,0.996931401,0.057752823,0.960985626
19,0.867589341,0.081642266,0.918357734,0.132410659,0.903471124,0.858310627,0.867589341
20,0.589501312,0.226013913,0.773986087,0.410498688,0.951386299,0.115380664,0.589501312
21,0.872961599,0.521329794,0.478670206,0.127038401,0.919757445,0.28214392,0.872961599
22,0.589956561,0.031756863,0.968243137,0.410043439,0.641971449,0.953332305,0.589956561
23,0.873368842,0.006309634,0.993690366,0.126631158,0.953320571,0.96969249,0.873368842
24,0.427710843,0.008635839,0.991364161,0.572289157,0.995220246,0.171084337,0.427710843
25,0.89059651,0.147645253,0.852354747,0.10940349,0.976055415,0.390385933,0.89059651
26,0.923853924,0.279750988,0.720249012,0.076146076,0.993303266,0.098926699,0.923853924
27,0.703743961,0.045176545,0.954823455,0.296256039,0.880399805,0.80261708,0.703743961
28,0.931062124,0.232385053,0.767614947,0.068937876,0.96868932,0.47979346,0.931062124
29,0.886855863,0.469562189,0.530437811,0.113144137,0.973395382,0.119346734,0.886855863
30,0.118081181,0.068619695,0.931380305,0.881918819,0.962290944,0.034470377,0.118081181
31,0.826952527,0.103730186,0.896269814,0.173047473,0.981370044,0.291052821,0.826952527
32,0.864021504,0.567833268,0.432166732,0.135978496,0.841328287,0.532215103,0.864021504
33,0.944407557,0.21055776,0.78944224,0.055592443,0.94881485,0.760252672,0.944407557
34,0.841017964,0.020894708,0.979105292,0.158982036,0.973293097,0.785734266,0.841017964
35,0.983668708,0.380273988,0.619726012,0.016331292,0.995716853,0.195196759,0.983668708
36,0.838834951,0.239774185,0.760225815,0.161165049,0.989228473,0.084639498,0.838834951
37,0.972319392,0.151171393,0.848828607,0.027680608,0.970865238,0.862210034,0.972319392
38,0.601030928,0.566854725,0.433145275,0.398969072,0.674880986,0.303224688,0.601030928
39,0.684623253,0.083308603,0.916691397,0.315376747,0.95110606,0.394034537,0.684623253
40,0.960100118,0.083202843,0.916797157,0.039899882,0.985549749,0.702391211,0.960100118
41,0.955871354,0.166264802,0.833735198,0.044128646,0.993040812,0.29171422,0.955871354
42,0.930246914,0.021191513,0.978808487,0.069753086,0.988541587,0.794621672,0.930246914
43,0.978433957,0.61797005,0.38202995,0.021566043,0.970156877,0.588052607,0.978433957
44,0.66490329,0.03893847,0.96106153,0.33509671,0.900405356,0.75261976,0.66490329
45,0.356023677,0.101909155,0.898090845,0.643976323,0.816006765,0.369400289,0.356023677
46,0.733661076,0.085353839,0.914646161,0.266338924,0.951272419,0.448550212,0.733661076
47,0.83258499,0.010655604,0.989344396,0.16741501,0.973983902,0.868517899,0.83258499
48,0.701147864,0.061439253,0.938560747,0.298852136,0.79461806,0.869232065,0.701147864
49,0.939953811,0.1082525,0.8917475,0.060046189,0.978783016,0.627311961,0.939953811
50,0.202718259,0.127457731,0.872542269,0.797281741,0.281987827,0.766175439,0.202718259
