,0.858491799,0.275281624,,,,,
image_index,true_positive_rate,false_positive_rate,true_negative_rate,false_negative_rate,accuracy,precision,recall
0,0.734349259,0.025520459,0.974479541,0.265650741,0.848285271,0.926137544,0.734349259
1,0.996528581,0.284116707,0.715883293,0.003471419,0.998995917,0.298137506,0.996528581
2,0.962987013,0.461944745,0.538055255,0.037012987,0.990112321,0.148144448,0.962987013
3,0.762601323,0.756039225,0.243960775,0.237398677,0.750452965,0.270025073,0.762601323
4,0.991245853,0.704679566,0.295320434,0.008754147,0.990283815,0.343707065,0.991245853
5,0.971987369,0.793823038,0.206176962,0.028012631,0.954886601,0.541374713,0.971987369
6,0.846479171,0.130360671,0.869639329,0.153520829,0.887769562,0.781123976,0.846479171
7,0.9750648,0.123611782,0.876388218,0.0249352,0.974631471,0.88020029,0.9750648
8,0.924861156,0.386831943,0.613168057,0.075138844,0.952031701,0.416038013,0.924861156
9,0.969247929,0.062003321,0.937996679,0.030752071,0.989869298,0.744188892,0.969247929
10,0.934821967,0.278711924,0.721288076,0.065178033,0.978796505,0.322484386,0.934821967
11,0.94455915,0.063217323,0.936782677,0.05544085,0.962842426,0.878895688,0.94455915
12,0.970825427,0.149803599,0.850196401,0.029174573,0.986147479,0.633836624,0.970825427
13,0.703698667,0.713900631,0.286099369,0.296301333,0.769088115,0.181700081,0.703698667
14,0.911538462,0.188704742,0.811295258,0.088461538,0.995775683,0.087647929,0.911538462
15,0.876254181,0.26079055,0.73920945,0.123745819,0.962302598,0.313397129,0.876254181
16,0.961858716,0.551836565,0.448163435,0.038141284,0.965247186,0.403069073,0.961858716
17,0.95436159,0.062351544,0.937648456,0.04563841,0.973201838,0.858759297,0.95436159
18,0.960985626,0.447317173,0.552682827,0.039014374,0.996634339,0.050888925,0.960985626
19,0.92804517,0.158456647,0.841543353,0.07195483,0.943525724,0.769511847,0.92804517
20,0.73648294,0.371019819,0.628980181,0.26351706,0.961923544,0.090300573,0.73648294
21,0.872961599,0.576799605,0.423200395,0.127038401,0.913285458,0.262122887,0.872961599
22,0.594157239,0.038528161,0.961471839,0.405842761,0.644029476,0.944313785,0.594157239
23,0.887217044,0.007140659,0.992859341,0.112782956,0.958291272,0.966352429,0.887217044
24,0.427710843,0.008635839,0.991364161,0.572289157,0.995220246,0.171084337,0.427710843
25,0.89059651,0.184342247,0.815657753,0.10940349,0.975114061,0.339018344,0.89059651
26,0.926184926,0.359155839,0.640844161,0.073815074,0.9927456,0.078961314,0.926184926
27,0.706400966,0.061759142,0.938240858,0.293599034,0.879867563,0.749103484,0.706400966
28,0.951369405,0.294141166,0.705858834,0.048630595,0.976363636,0.42679053,0.951369405
29,0.98506348,0.595010985,0.404989015,0.01493652,0.995513935,0.106178305,0.98506348
30,0.298892989,0.10508587,0.89491413,0.701107011,0.968725996,0.055721165,0.298892989
31,0.884124553,0.165952525,0.834047475,0.115875447,0.986613198,0.215288999,0.884124553
32,0.922222872,0.625420544,0.374579456,0.077777128,0.901469445,0.524388623,0.922222872
33,0.960282489,0.299918918,0.700081082,0.039717511,0.960868272,0.693595501,0.960282489
34,0.877245509,0.031451173,0.968548827,0.122754491,0.979112006,0.717609601,0.877245509
35,0.994750656,0.477181373,0.522818627,0.005249344,0.99840475,0.16350302,0.994750656
36,0.869902913,0.303156274,0.696843726,0.130097087,0.990536723,0.070495673,0.869902913
37,0.977186312,0.237336621,0.762663379,0.022813688,0.974746058,0.800224187,0.977186312
38,0.606443299,0.609379408,0.390620592,0.393556701,0.664383311,0.290004519,0.606443299
39,0.853051483,0.15606874,0.84393126,0.146948517,0.975119783,0.301918668,0.853051483
40,0.966283863,0.112051313,0.887948687,0.033716137,0.987454804,0.638175807,0.966283863
41,0.974943904,0.190189144,0.809810856,0.025056096,0.995935453,0.268596744,0.974943904
42,0.958333333,0.077312296,0.922687704,0.041666667,0.992760035,0.522111989,0.958333333
43,0.978908516,0.656905158,0.343094842,0.021091484,0.969904447,0.57329463,0.978908516
44,0.769052736,0.063120379,0.936879621,0.230947264,0.92882254,0.684621045,0.769052736
45,0.369254875,0.128006773,0.871993227,0.630745125,0.815332076,0.326006763,0.369254875
46,0.741758242,0.155382847,0.844617153,0.258241758,0.949282976,0.311173117,0.741758242
47,0.891917896,0.017515319,0.982484681,0.108082104,0.98301882,0.811496936,0.891917896
48,0.804998981,0.079400245,0.920599755,0.195001019,0.859485121,0.855184357,0.804998981
49,0.964588145,0.172690643,0.827309357,0.035411855,0.986644989,0.519873869,0.964588145
50,0.313602436,0.162956162,0.837043838,0.686397564,0.344003975,0.79858156,0.313602436
51,0.991623711,0.657693508,0.342306492,0.008376289,0.998234415,0.057369716,0.991623711
52,1,0.655930691,0.344069309,0,1,0.187442059,1
53,0.582236842,0.501994018,0.498005982,0.417763158,0.757116587,0.222168582,0.582236842
54,0.983967426,0.267446564,0.732553436,0.016032574,0.992007612,0.473574622,0.983967426
55,0.654562384,0.038406207,0.961593793,0.345437616,0.980913674,0.319836215,0.654562384
